Date,Open,High,Low,Close,Volume
1992-01-02,8.038967342,8.095981295,7.696883625,7.753897578,270033
1992-01-03,7.753897578,7.867925484,7.58285572,7.696883625,436104
1992-01-06,7.753897578,8.095981295,7.696883625,7.924939437,1084040
1992-01-07,7.981953389,8.038967342,7.696883625,7.696883625,594772
1992-01-08,7.753897578,7.810911531,7.639869673,7.753897578,338805
1992-01-09,7.753897578,7.924939437,7.696883625,7.810911531,410177
1992-01-10,7.867925484,7.924939437,7.639869673,7.696883625,343655
1992-01-13,7.696883625,7.753897578,7.58285572,7.58285572,145550
1992-01-14,7.58285572,7.753897578,7.525841767,7.58285572,197011
1992-01-15,7.639869673,7.639869673,7.354799909,7.354799909,281066
1992-01-16,7.411813862,7.639869673,7.297785956,7.58285572,409960
1992-01-17,7.639869673,7.867925484,7.58285572,7.639869673,604233
1992-01-20,7.639869673,7.753897578,7.525841767,7.58285572,290470
1992-01-21,7.696883625,7.696883625,7.297785956,7.354799909,389900
1992-01-22,7.411813862,7.411813862,7.297785956,7.354799909,136254
1992-01-23,7.354799909,7.411813862,7.297785956,7.354799909,169482
1992-01-24,7.411813862,7.468827814,7.297785956,7.297785956,245005
1992-01-27,7.297785956,7.58285572,7.240772003,7.240772003,242600
1992-01-28,7.297785956,7.354799909,7.069730145,7.126744098,101108
1992-01-29,7.069730145,7.126744098,6.841674334,6.898688287,239044
1992-01-30,6.955702239,6.955702239,6.784660381,6.784660381,286299
1992-01-31,6.841674334,6.955702239,6.784660381,6.898688287,240233
1992-02-03,6.841674334,6.898688287,6.784660381,6.841674334,93400
1992-02-04,6.841674334,6.898688287,6.784660381,6.841674334,152300
1992-02-05,6.784660381,6.898688287,6.784660381,6.784660381,51800
1992-02-06,6.841674334,6.841674334,6.784660381,6.784660381,47396
1992-02-07,6.784660381,6.784660381,6.727646428,6.727646428,98000
1992-02-10,6.784660381,6.784660381,6.670632475,6.784660381,80359
1992-02-11,6.784660381,7.240772003,6.784660381,7.012716192,222455
1992-02-12,7.240772003,7.525841767,7.18375805,7.411813862,849879
1992-02-13,7.639869673,7.696883625,6.670632475,7.126744098,956091
1992-02-14,7.069730145,7.297785956,6.898688287,7.126744098,418214
1992-02-17,7.126744098,7.58285572,7.012716192,7.411813862,1964172
1992-02-19,7.525841767,8.152995248,7.468827814,8.152995248,4066114
1992-02-20,8.438065012,8.552092917,7.753897578,7.810911531,6115467
1992-02-21,7.981953389,7.981953389,7.639869673,7.924939437,1447268
1992-02-24,8.038967342,8.666120823,7.924939437,8.666120823,6620013
1992-02-25,8.837162681,8.837162681,8.152995248,8.2100092,4099484
1992-02-26,8.152995248,8.324037106,7.867925484,7.924939437,1153766
1992-02-27,7.810911531,7.867925484,7.639869673,7.639869673,993105
1992-02-28,7.981953389,7.981953389,7.525841767,7.58285572,1456403
1992-03-02,7.58285572,7.639869673,7.354799909,7.354799909,286311
1992-03-03,7.354799909,7.696883625,7.297785956,7.639869673,408125
1992-03-04,7.696883625,7.753897578,7.468827814,7.468827814,340336
1992-03-05,7.468827814,7.810911531,7.411813862,7.696883625,547627
1992-03-06,7.753897578,7.924939437,7.696883625,7.810911531,911522
1992-03-09,7.867925484,7.924939437,7.639869673,7.696883625,396250
1992-03-10,7.639869673,7.810911531,7.58285572,7.696883625,291279
1992-03-11,7.753897578,7.924939437,7.639869673,7.867925484,454678
1992-03-12,7.924939437,8.038967342,7.810911531,7.867925484,734547
1992-03-13,7.867925484,7.867925484,7.753897578,7.753897578,280516
1992-03-16,7.753897578,7.810911531,7.639869673,7.753897578,280100
1992-03-17,7.753897578,7.810911531,7.639869673,7.753897578,209900
1992-03-18,7.810911531,7.981953389,7.810911531,7.924939437,408953
1992-03-19,8.038967342,8.095981295,7.867925484,7.924939437,653155
1992-03-20,7.924939437,7.981953389,7.867925484,7.981953389,260661
1992-03-23,7.981953389,8.381051059,7.924939437,8.381051059,1335505
1992-03-24,8.438065012,8.552092917,8.2100092,8.267023153,1591262
1992-03-25,8.381051059,8.723134776,8.324037106,8.60910687,1854539
1992-03-26,8.438065012,9.236260351,8.381051059,8.951190587,4711726
1992-03-27,9.008204539,9.122232445,8.837162681,8.894176634,1578160
1992-03-30,8.837162681,8.894176634,8.666120823,8.837162681,1096854
1992-03-31,8.837162681,9.008204539,8.780148728,8.894176634,1099731
1992-04-01,8.894176634,9.350288256,8.780148728,9.236260351,3219471
1992-04-02,9.179246398,9.464316162,9.122232445,9.179246398,3373567
1992-04-03,9.179246398,9.293274303,9.122232445,9.236260351,1168460
1992-04-07,9.547594969,9.725500465,9.488293137,9.606896801,896839
1992-04-08,9.606896801,9.606896801,9.369689473,9.488293137,1305392
