Date,Open,High,Low,Close,Volume
1992-01-02,29.64744253,30.04808365,29.11325438,29.38034845,688318
1992-01-03,29.51389549,31.38355403,28.97970734,31.25000699,1188783
1992-01-06,31.78419515,33.92094776,31.78419515,33.52030665,1366864
1992-01-07,33.38675961,34.0544948,32.71902442,32.98611849,1269487
1992-01-08,32.58547738,33.11966553,32.05128922,32.45193034,1195979
1992-01-09,32.18483626,34.72222999,32.18483626,34.72222999,2361850
1992-01-10,35.12287111,35.7906063,34.45513592,34.85577703,2480037
1992-01-13,35.12287111,35.38996518,34.45513592,34.72222999,1234198
1992-01-14,34.58868295,36.32479445,34.45513592,35.92415334,1873767
1992-01-15,36.32479445,36.45834149,35.65705926,35.92415334,1091486
1992-01-16,36.19124741,37.39317076,35.38996518,37.39317076,1555204
1992-01-17,37.92735891,38.99573522,37.79381188,37.92735891,2196917
1992-01-20,38.19445299,38.59509411,37.25962372,37.66026484,1101102
1992-01-21,37.5267178,38.72864115,37.12607668,37.39317076,1403868
1992-01-22,37.79381188,37.79381188,36.45834149,36.72543557,705363
1992-01-23,36.72543557,37.25962372,35.52351222,36.05770038,1455798
1992-01-24,36.19124741,36.59188853,35.52351222,35.52351222,752364
1992-01-27,35.65705926,37.25962372,35.65705926,36.59188853,1000726
1992-01-28,37.25962372,37.39317076,35.92415334,36.19124741,699019
1992-01-29,36.32479445,36.45834149,35.52351222,35.65705926,409897
1992-01-30,35.7906063,36.05770038,35.38996518,35.65705926,324135
1992-01-31,35.7906063,36.45834149,35.65705926,36.05770038,366360
1992-02-03,36.32479445,36.99252965,36.32479445,36.99252965,414885
1992-02-04,37.39317076,37.66026484,36.45834149,36.45834149,377914
1992-02-05,36.45834149,36.99252965,36.45834149,36.45834149,280195
1992-02-06,36.59188853,36.72543557,36.05770038,36.05770038,207509
1992-02-07,36.19124741,36.45834149,35.7906063,35.92415334,306999
1992-02-10,35.92415334,36.59188853,35.92415334,36.32479445,205836
1992-02-11,36.45834149,37.79381188,36.45834149,37.39317076,955296
1992-02-12,38.32800003,41.13248784,38.19445299,41.13248784,2309196
1992-02-13,44.07052268,45.13889899,38.19445299,40.59829968,3805198
1992-02-14,40.86539376,42.7350523,39.79701745,41.93377007,1390738
1992-02-17,42.7350523,45.94018122,42.46795822,45.94018122,2663100
1992-02-19,45.94018122,46.2072753,44.33761676,44.33761676,1717737
1992-02-20,44.87180491,47.54274568,44.87180491,46.2072753,1706796
1992-02-21,47.00855753,48.61112199,45.67308714,48.34402791,1413138
1992-02-24,50.7478746,52.88462722,50.21368645,51.81625091,2622707
1992-02-25,52.08334499,52.35043907,48.87821607,49.41240422,2155228
1992-02-26,48.07693384,50.48078053,47.2756516,47.2756516,1870489
1992-02-27,46.74146345,48.61112199,45.67308714,47.00855753,1829727
1992-02-28,49.14531014,49.94659237,45.67308714,45.94018122,2360885
1992-03-02,45.40599307,45.40599307,41.93377007,42.20086414,1360834
1992-03-03,41.93377007,44.07052268,41.66667599,44.07052268,910372
1992-03-04,44.33761676,44.33761676,43.00214637,43.26924045,532615
1992-03-05,43.26924045,44.07052268,42.7350523,43.53633453,283858
1992-03-06,43.80342861,45.40599307,43.80342861,45.40599307,824182
1992-03-09,45.94018122,46.74146345,45.40599307,45.94018122,726409
1992-03-10,46.07650223,46.89442831,45.53121818,46.62178628,399919
1992-03-11,46.89442831,48.25763843,46.89442831,48.25763843,627795
1992-03-12,48.25763843,49.07556451,47.43971236,47.71235438,676650
1992-03-13,47.71235438,48.25763843,47.43971236,47.98499641,293015
1992-03-16,48.53028046,48.53028046,46.34914426,46.34914426,502316
1992-03-17,46.07650223,46.89442831,45.53121818,46.62178628,313475
1992-03-18,46.89442831,47.71235438,46.89442831,47.16707033,193633
1992-03-19,47.71235438,48.53028046,47.16707033,47.43971236,308162
1992-03-20,47.71235438,47.98499641,47.43971236,47.98499641,298436
1992-03-23,47.98499641,49.62084856,47.71235438,49.62084856,587890
1992-03-24,50.16613261,50.43877463,48.80292248,49.62084856,735017
1992-03-25,49.62084856,50.16613261,49.34820653,49.89349058,424078
1992-03-26,49.34820653,49.89349058,49.07556451,49.34820653,240200
1992-03-27,49.89349058,49.89349058,49.07556451,49.07556451,218644
1992-03-30,49.07556451,49.07556451,48.25763843,49.07556451,157573
1992-03-31,49.07556451,49.34820653,48.53028046,48.80292248,230045
1992-04-01,48.80292248,48.80292248,48.25763843,48.53028046,133261
1992-04-02,48.53028046,49.62084856,48.25763843,48.80292248,270623
1992-04-03,49.07556451,49.34820653,48.53028046,49.07556451,194733
1992-04-07,49.07556451,49.89349058,49.07556451,49.62084856,150060
1992-04-08,49.62084856,49.62084856,48.80292248,48.80292248,229436
1992-04-09,48.80292248,48.80292248,47.43971236,47.71235438,503474
1992-04-10,48.25763843,48.53028046,47.43971236,48.25763843,340605
1992-04-15,48.53028046,48.80292248,47.98499641,48.25763843,120241
1992-04-16,48.25763843,48.25763843,47.71235438,47.98499641,84473
1992-04-17,48.25763843,48.80292248,47.98499641,48.80292248,103011
1992-04-20,48.53028046,48.53028046,47.98499641,48.25763843,75427
1992-04-21,47.43971236,47.71235438,46.62178628,46.89442831,315837
1992-04-22,47.16707033,47.98499641,46.89442831,47.16707033,228200
1992-04-23,47.43971236,48.25763843,47.16707033,47.43971236,174584
1992-04-24,47.71235438,47.71235438,47.16707033,47.71235438,173006
1992-04-27,47.16707033,47.16707033,46.62178628,46.62178628,215230
1992-04-28,46.89442831,47.16707033,45.80386021,46.34914426,193121
1992-04-29,46.34914426,46.34914426,45.53121818,45.53121818,119931
1992-04-30,45.53121818,46.34914426,45.25857616,45.80386021,175586
1992-05-04,45.25857616,47.16707033,44.98593413,47.16707033,169593
1992-05-06,44.98593413,45.80386021,44.16800806,45.25857616,533508
